quarter,label,snapshot_date,archive_timestamp,view,queue,view_label,pages_discovered,topics_on_first_page,estimated_total_topics,first_page_replies,first_page_participants,first_page_no_reply_topics,first_page_resolved_badges,first_page_forums,first_page_starters,latest_activity_at,oldest_activity_at,archive_original_url,archive_digest,source,source_url,source_note,collected_at
2022-01-01,2022-Q1,2022-01-02,20220102042653,resolved,resolved,Resolved topics,49,30,1470,99,63,0,30,5,30,2022-01-02T02:49:00Z,2021-12-27T20:37:00Z,https://wordpress.org/support/view/support-forum-yes/,W2QI7YCL2TXS7DPXR2QUCX5AVVWPO3DZ,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220102042653id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-01-01,2022-Q1,2022-01-01,20220101181843,unresolved,unresolved,Unresolved topics,49,30,1470,49,62,3,0,3,30,2022-01-01T17:26:00Z,2021-12-31T07:48:00Z,https://wordpress.org/support/view/support-forum-no/,NIM52MJR62U3W3SVBC3D6MFU2YZGJMPN,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220101181843id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-04-01,2022-Q2,2022-04-01,20220401012943,all_topics,all,Recent support topics,49,30,1470,36,47,14,1,5,30,2022-04-01T00:51:00Z,2022-03-31T14:45:00Z,https://wordpress.org/support/view/all-topics/,Z6DJE6SWOHBGL37TXNK42XKPQUO4HRTH,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220401012943id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-04-01,2022-Q2,2022-04-01,20220401012948,no_replies,no_replies,Topics with no replies,1,14,14,0,14,14,0,4,14,,,https://wordpress.org/support/view/no-replies/,GUGQBIGFUS3FVFI5ZH2OLGW3SFZ5T4WX,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220401012948id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-04-01,2022-Q2,2022-04-01,20220401165850,resolved,resolved,Resolved topics,49,30,1470,74,54,4,30,2,28,2022-04-01T16:55:00Z,2022-03-29T04:31:00Z,https://wordpress.org/support/view/support-forum-yes/,RUBVR46QKLYH27V36JTCNRAE2ZQE7EYE,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220401165850id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-04-01,2022-Q2,2022-04-01,20220401012954,unresolved,unresolved,Unresolved topics,49,30,1470,36,48,13,0,5,30,2022-03-31T23:34:00Z,2022-03-31T13:59:00Z,https://wordpress.org/support/view/support-forum-no/,4KVIVV57JMOB4IBPPWCE6W242F367R4C,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220401012954id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-07-01,2022-Q3,2022-07-01,20220701185255,all_topics,all,Recent support topics,49,30,1470,44,52,9,1,3,30,2022-07-01T18:51:00Z,2022-07-01T11:39:00Z,https://wordpress.org/support/view/all-topics/,N3YWJKRWM4MOYJD66E3US7J7KBX5WHVK,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220701185255id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-07-01,2022-Q3,2022-07-01,20220701185305,no_replies,no_replies,Topics with no replies,1,14,14,0,14,14,0,2,14,,,https://wordpress.org/support/view/no-replies/,WOQS6TPZV367YNDWLYSTSGOFMRKZ57TP,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220701185305id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-07-01,2022-Q3,2022-07-01,20220701061228,resolved,resolved,Resolved topics,49,30,1470,80,60,1,30,5,30,2022-07-01T02:36:00Z,2022-06-27T12:14:00Z,https://wordpress.org/support/view/support-forum-yes/,WIABPDLSFERXN76NIO5PW27TNZEIL7AE,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220701061228id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-07-01,2022-Q3,2022-07-01,20220701185311,unresolved,unresolved,Unresolved topics,49,30,1470,44,53,8,0,3,30,2022-07-01T18:53:00Z,2022-07-01T10:42:00Z,https://wordpress.org/support/view/support-forum-no/,RTQRB2CLDRTKKZNDMXF6VROKX5IQHZ5P,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20220701185311id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-10-01,2022-Q4,2022-10-01,20221001073137,all_topics,all,Recent support topics,45,30,1350,42,54,6,4,5,30,2022-10-01T07:03:00Z,2022-09-30T12:08:00Z,https://wordpress.org/support/view/all-topics/,BX3INBRRWXPQFKLDD37ISJ2HCE6PHYMN,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20221001073137id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-10-01,2022-Q4,2022-10-01,20221001073143,no_replies,no_replies,Topics with no replies,1,17,17,0,16,17,0,4,17,2022-10-01T06:56:00Z,2022-10-01T05:39:00Z,https://wordpress.org/support/view/no-replies/,PVOCZ44262EOXN3AYFNWQWIDYIEBUPBH,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20221001073143id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-10-01,2022-Q4,2022-10-01,20221001162115,resolved,resolved,Resolved topics,49,30,1470,72,57,2,30,3,30,2022-10-01T15:54:00Z,2022-09-28T04:02:00Z,https://wordpress.org/support/view/support-forum-yes/,SQFFXM6DKOLDMSZY7HWDYZOH53GJUQMU,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20221001162115id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2022-10-01,2022-Q4,2022-10-01,20221001073150,unresolved,unresolved,Unresolved topics,49,30,1470,41,56,6,0,5,30,2022-10-01T07:03:00Z,2022-09-30T11:35:00Z,https://wordpress.org/support/view/support-forum-no/,XCEL2OGQJCUQN76VDSOOLBHLRLPRCV5T,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20221001073150id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-01-01,2023-Q1,2023-01-02,20230102231546,all_topics,all,Recent support topics,44,30,1320,51,58,4,1,4,29,2023-01-02T23:01:00Z,2023-01-02T13:03:00Z,https://wordpress.org/support/view/all-topics/,BIH43RJECY6XXG6M3ANSEVO4USQXP5VZ,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230102231546id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-01-01,2023-Q1,2023-01-02,20230102231538,no_replies,no_replies,Topics with no replies,1,9,9,0,9,9,0,3,9,,,https://wordpress.org/support/view/no-replies/,3X2HOHOKFQTO57CZJM5XMJH4SG6C4YDU,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230102231538id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-01-01,2023-Q1,2023-01-02,20230102231602,resolved,resolved,Resolved topics,49,30,1470,100,64,1,30,5,29,2023-01-02T22:32:00Z,2022-12-28T09:04:00Z,https://wordpress.org/support/view/support-forum-yes/,NSZZS3C66MVGHLJRPGL5NBXTKSUE3M4V,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230102231602id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-01-01,2023-Q1,2023-01-02,20230102231631,unresolved,unresolved,Unresolved topics,49,30,1470,46,59,4,0,4,29,2023-01-02T23:01:00Z,2023-01-02T12:36:00Z,https://wordpress.org/support/view/support-forum-no/,AKHLTOMYYRZSJE4T6BQAIZWH72ECMA2U,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230102231631id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-04-01,2023-Q2,2023-04-01,20230401160837,all_topics,all,Recent support topics,49,30,1470,28,50,11,2,3,29,2023-04-01T15:33:00Z,2023-04-01T02:55:00Z,https://wordpress.org/support/view/all-topics/,SJK5G5N44JOTFEE62YTIX3DL4I6ZX2B6,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230401160837id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-04-01,2023-Q2,2023-04-01,20230401160843,no_replies,no_replies,Topics with no replies,1,29,29,0,29,29,0,6,27,,,https://wordpress.org/support/view/no-replies/,UPP23JR47TY4CSTQV3CW7BNL6EHCLGPW,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230401160843id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-04-01,2023-Q2,2023-05-06,20230506090926,resolved,resolved,Resolved topics,49,30,1470,96,62,4,30,4,30,2023-05-06T08:22:00Z,2023-05-01T07:35:00Z,https://wordpress.org/support/view/support-forum-yes/,VFL4NGGXSMMHG3ZA3XH6BX5BFM7YMNDN,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230506090926id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-04-01,2023-Q2,2023-04-01,20230401160851,unresolved,unresolved,Unresolved topics,49,30,1470,26,50,11,0,4,29,2023-04-01T15:33:00Z,2023-04-01T02:55:00Z,https://wordpress.org/support/view/support-forum-no/,DKUYFR2Q27UDKZODOWLIVQHLHR7ISNS5,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230401160851id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-07-01,2023-Q3,2023-07-03,20230703031522,all_topics,all,Recent support topics,40,30,1200,41,53,8,4,4,25,2023-07-03T03:11:00Z,2023-07-02T04:51:00Z,https://wordpress.org/support/view/all-topics/,P66JDPMJSCKMEG5DA5GDEIOFVIRGHI27,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230703031522id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-07-01,2023-Q3,2023-07-03,20230703004112,no_replies,no_replies,Topics with no replies,1,16,16,0,16,16,0,6,16,,,https://wordpress.org/support/view/no-replies/,PD4YGD5CY2CAVD3IM6KN33FURQUDRGPE,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230703004112id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-07-01,2023-Q3,2023-07-17,20230717065328,resolved,resolved,Resolved topics,49,30,1470,75,56,2,30,5,30,2023-07-17T06:45:00Z,2023-07-12T19:19:00Z,https://wordpress.org/support/view/support-forum-yes/,BACFPW3OSDUIOYGKYWXNNNEOLNAYFMLG,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230717065328id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-07-01,2023-Q3,2023-07-03,20230703082612,unresolved,unresolved,Unresolved topics,49,30,1470,29,48,13,0,5,30,2023-07-03T08:20:00Z,2023-07-02T13:56:00Z,https://wordpress.org/support/view/support-forum-no/,VJXZFHKYVY3WCSOQ66VNKGMXK3TAQG4J,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20230703082612id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-10-01,2023-Q4,2023-10-01,20231001053935,all_topics,all,Recent support topics,44,30,1320,67,63,1,3,5,30,2023-10-01T05:36:00Z,2023-09-29T20:57:00Z,https://wordpress.org/support/view/all-topics/,LABZNYGQIL5W56DJN6PSIMW2R7TMKIGR,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20231001053935id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-10-01,2023-Q4,2023-10-01,20231001053943,no_replies,no_replies,Topics with no replies,1,5,5,0,5,5,0,2,5,,,https://wordpress.org/support/view/no-replies/,2SOVW5UUCNUYOG6R4DYCAHEHRBEMLBH7,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20231001053943id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-10-01,2023-Q4,2023-10-01,20231001172504,resolved,resolved,Resolved topics,49,30,1470,91,58,2,30,4,28,2023-10-01T17:07:00Z,2023-09-26T08:39:00Z,https://wordpress.org/support/view/support-forum-yes/,WRAJLQGJVYYEAAPDQ6GTHYUBWYALUYSX,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20231001172504id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2023-10-01,2023-Q4,2023-10-01,20231001053948,unresolved,unresolved,Unresolved topics,49,30,1470,72,63,1,0,5,30,2023-10-01T05:36:00Z,2023-09-29T19:43:00Z,https://wordpress.org/support/view/support-forum-no/,HBZHRKUFHIUP4EVR4UVMGLXXWXY4BM6A,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20231001053948id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2024-01-01,2024-Q1,2024-01-01,20240101074047,all_topics,all,Recent support topics,34,30,1020,58,63,3,6,7,27,2024-01-01T07:15:00Z,2023-12-30T20:36:00Z,https://wordpress.org/support/view/all-topics/,UQXUZBGHBIGJLY45EER2RMP3XNAPI3KO,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20240101074047id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2024-01-01,2024-Q1,2024-01-01,20240101074053,no_replies,no_replies,Topics with no replies,1,10,10,0,10,10,0,3,10,,,https://wordpress.org/support/view/no-replies/,2HRR5HIECC652CYO6L6HSXPP2HOYVHLH,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20240101074053id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2024-01-01,2024-Q1,2024-01-01,20240101074101,unresolved,unresolved,Unresolved topics,49,30,1470,58,65,3,0,7,28,2024-01-01T07:15:00Z,2023-12-30T18:02:00Z,https://wordpress.org/support/view/support-forum-no/,F3O5CU4IV765WY7CSLLONRBDONZ6XLC2,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20240101074101id_/https://wordpress.org/support/view/support-forum-no/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2024-04-01,2024-Q2,2024-04-01,20240401183317,all_topics,all,Recent support topics,36,30,1080,54,62,1,2,4,30,2024-04-01T18:13:00Z,2024-03-31T23:43:00Z,https://wordpress.org/support/view/all-topics/,O2FNXKE66JJ4AOKYNC5Z6JFSS3HDVUIO,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20240401183317id_/https://wordpress.org/support/view/all-topics/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2024-04-01,2024-Q2,2024-04-01,20240401183326,no_replies,no_replies,Topics with no replies,1,4,4,1,4,3,0,4,4,2024-03-27T04:00:00Z,2024-03-27T04:00:00Z,https://wordpress.org/support/view/no-replies/,2JJWJY2NL67VWEVYDJH5EO2GHJM5WSOA,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20240401183326id_/https://wordpress.org/support/view/no-replies/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
2024-04-01,2024-Q2,2024-04-09,20240409015313,resolved,resolved,Resolved topics,49,30,1470,97,62,0,30,5,29,2024-04-09T01:10:00Z,2024-04-05T06:25:00Z,https://wordpress.org/support/view/support-forum-yes/,RCQPBOGCUTMKYESJUYXI4GFO4YXLBAK4,Internet Archive Wayback first-page snapshot of WordPress.org support view,https://web.archive.org/web/20240409015313id_/https://wordpress.org/support/view/support-forum-yes/,"Estimated total topics equals pagination pages times first-page topic count; this is a queue-size estimate, not a full topic export.",2026-06-14T23:34:35Z
